Interal Time 13.923915735
My Time 16.623932123184204
Interal Time 254.394540247
My Time 269.5870523452759
Interal Time 224.748984283
My Time 238.65801191329956
Interal Time 235.076794555
My Time 261.5541534423828
Interal Time 231.4582936
My Time 245.25278735160828
Interal Time 217.664110387
My Time 251.59024143218994
Interal Time 238.421815262
My Time 251.88036608695984
Interal Time 215.302056157
My Time 228.87934017181396
Interal Time 18.954148187
My Time 33.00329232215881
Interal Time 19.072258206
My Time 34.48104524612427
Interal Time 18.953516611
My Time 32.7815899848938
Interal Time 17.872095373
My Time 32.41268348693848
Interal Time 17.496037699
My Time 30.991616010665894
Interal Time 17.805330176
My Time 31.622232675552368
Interal Time 17.850584426
My Time 32.458505153656006
Interal Time 18.920807342
My Time 32.61102819442749
Interal Time 17.831181727
My Time 32.77220702171326
Interal Time 17.463915503
My Time 30.960623025894165
Interal Time 17.789957985
My Time 33.07690691947937
Interal Time 17.837439173
My Time 31.48644757270813
Interal Time 4708.43889307
My Time 4783.722408533096
Interal Time 823.390536652
My Time 899.3900218009949
Interal Time 508.453966356
My Time 581.4421429634094
Interal Time 245.191137537
My Time 317.5966625213623
Interal Time 145.362098642
My Time 216.26318907737732
Interal Time 145.025554136
My Time 218.07194209098816
Interal Time 110.898825849
My Time 181.3993058204651
Interal Time 102.462695742
My Time 172.71763730049133
